tweet;gender
@CarlaAntonelli @elpais_espana Como siempre, mala manera de gobernar sin admitir su responsabilidad;-1
@josemfreire @gpsAsamblea Es que es lo fácil.  Entreguemos una cabeza que no sea la nuestra ni de los nuestros. La responsabilidad es siempre del otro. Lamentable.;1
@josemfreire Aunque esta presupuestado mantenimiento pero no se lo gastan. 😳;1
@josemfreire Gracias por el twitt, ahora lo subo a nuestro Diario Alternativo y por qué vía me llega;1
@equipoGabilondo acompaña en #Torrelodones este #sabado a @PSOE_Torre  en el inicio de este año 2018 y en el comienzo del fin de esta #legislatura https://t.co/ryAp3Dw7vq https://t.co/TChv454amx;1
@equipoGabilondo “Alli donde el hombre deja de ser principio, deja de ser fin”- Simone Eeil.;1
@equipoGabilondo 🤣 categórico 🤣;1
@equipoGabilondo Despacito y con buena letra.;1
@equipoGabilondo @salagalileo Simplemente Genial!!!!;1
@equipoGabilondo ¿Hasta cuando mostrará esta indiferencia el PP por los más vulnerables?;1
@equipoGabilondo las entidades del tercer sector estos días estamos agonizando, ¿han obtenido alguna repuesta en la Asamblea? Necesitamos que nos ayuden. En esta semana iremos cerrando las puertas ya que es la única comunidad autónoma que no ha resuelto la convocatoria del irpf.;1
@GallizoMercedes Gracias desde Lanzarote, donde te conoci personalmente, como delegado de UGT;-1
@GallizoMercedes Muchas gracias señora Gallizo;-1
@GallizoMercedes 🔴 #SOSprisiones necesita ayuda Graves carencias para gestionar enfermedad mentalFaltan psiquiatras,alternativas externas, RHHH,formaciónPatología psiquiatrica sin control médico = agresiones  #EQUIPARACIONPRISIONES #prisionesgrupoB#24FPRISIONES #prisionesGrupoB https://t.co/mlJEaMpmUs;-1
@GallizoMercedes Gracias Mercedes se te hecha mucho de menos en estas casas.Gran trabajo el tuyo en nuestra casa y poco reconocido.Eternamente agradecidos              Loa funcionarios de Prisiones de España;-1
@GallizoMercedes Muchas gracias @GallizoMercedes y a ver si pudiera ayudar con nuestras reivindicaciones que buena falta nos hace #sosprisiones #sos #equiparacionprisiones #prisionesgrupoB #nivel17prisiones #0privatizacion #24Fsosprisiones #ArchidonaNOesunCIE #formacionCEP #yusteyvelascodimision;-1
"@GallizoMercedes ""IMPAGABLE"" y ""RECONOCIESE"". Suena bien,pero,a #sosprisiones no se le valora,ni se nos tiene en cuenta,así vamos mal #equiparacionprisiones.";-1
@GallizoMercedes “Otro vendrá que bueno te hará” . Aunque bien es cierto que mejor q Yuste  no es complicado 😉;-1
@GallizoMercedes Gracias @GallizoMercedes...tu paso por Instituciones Penitenciarias no se olvida.Ayudaste a reinventar y mejorar nuestro trabajo y la calidad de vida en los centros penitenciarios.;-1
@GallizoMercedes la situación en #sosprisiones es insostenible tenemos un secretario general #yustedimision que se niega a recibirnos. El #24fsosprisiones vamos a Madrid porque estamos hartos;-1
@GallizoMercedes @SosprisionesFPU Parece q cuándo dejan desempeñar responsabilidades gubernamentales recuperan razón, sentido común y buena visión. Mal endémico nuestra clase política q rápidamente pierden cuando recuperan el poder. Recuerde mejor lo q pudo hacer x  mejorar Fros. Prisiones y renunció;-1
@GallizoMercedes .@GallizoMercedes MUCHAS GRACIAS por su RECONOCIMIENTO. En tal día como hoySus sucesores NO lo proporcionan.Presumimos que tras la pretendida reforma de la LOGP aún se quiere precarizar más el empleo#sosprisionesPÚBLICAS #EquiparaciónTBPrisiones#PrisionesGrupoB#FormaciónCEP https://t.co/rJpj3sYsNQ;-1
@GallizoMercedes Todavía me acuerdo cuando visitó nuestro centro...pasó a medio metro de mí (funcionario) y ni me miró, ahora pide reconocimiento a los funcionarios...q hizo usted cuando fue Directora Gral? Ah, su famoso código deontológico...todavía me río cuando me acuerdo;-1
@GallizoMercedes Muchas gracias @GallizoMercedes por esa mención y esa reivindicación! Ojalá se nos reconociese y la sociedad vea realmente cuál es nuestro trabajo. Desde #sosprisiones insistimos diariamente en mejorar nuestras condiciones laborales y no cesaremos hasta lograr un cambio JUSTO!;-1
@GallizoMercedes Pues usted estuvo al frente varios de prisiones varios años, porque no se volcó en tales tareas que ahora idealiza?;-1
@GallizoMercedes Tengo la duda de si Ortega Lara ya era de ultraderecha antes de pasar por su terrible experiencia o fue a consecuencia de esta. De todas formas una vida rota.;-1
@GallizoMercedes Que tiempos aquellos con usted en los q nos subieron 300 euros en 4 años, sacaban 1000 plazas de OEP y había concurso anual. Desde entonces un deterioro total de la institución q avanza irremediablemente hacia la PRIVATIZACIÓN.;-1
@GallizoMercedes Ay Dios, muchas gracias. Llevamos unos años q lo estamos pasando mal en #sosprisiones, sobre todo por l falta d personal. ¿Como mejorar? Es conocido q reclamamos formación en distintos ámbitos, medios y OEP, por favor @zoidoJI q el personal es una forma d evitar agresiones;-1
@GallizoMercedes Hoy está en el recuerdo de todos, no lo dude. Ojalá @zoidoJI. y #yusteyvelascodimision pensasen como Ud. #sosprisiones #equiparacionprisiones #prisionesGrupoB #nivel17prisiones #oepextraordinaria #stopagresiones #prisionespublicas #yusteyvelascodimision #formacionCep;-1
@GallizoMercedes 🔴 #SOSprisiones necesita ayuda‼️RECONOCIMIENTO/VALORACION para  #funcionariosdeprisionesServidores Públicos imprescindibles q realizan una impagable laborEscasez de personal,medios y formación adecuada#sosprisiones#EQUIPARACIONPRISIONES #24FPRISIONES #prisionesGrupoB https://t.co/ne0q67pub2;-1
@GallizoMercedes @Elisa_G_Espana El reo q este en prision permanente seguro q no reincide.;-1
@GallizoMercedes pena que @zoido,ni  Yuste piensen como usted, impagable,pero si mejorable salarialmente con #equiparacionprisiones,no se conoce nuestra labor porque no es mediática,los medios sólo frivolizan,con luces y sombras en su gestión en mí opinión gracias por el reconocimiento público.;-1
@GallizoMercedes Por ello necesitamos #equiparaciónprisiones, y condiciones dignas y seguridad.;-1
@GallizoMercedes #sosprisiones;-1
@GallizoMercedes https://t.co/BWCqH0nr0K;-1
@GallizoMercedes https://t.co/IvzWRLMo3H;-1
@GallizoMercedes No es ninguna broma. Es una defensa acérrima, férrea, a vida o muerte, de la fortaleza. Les va la vida (en libertad) en ello...Esa broma, al juzgado, en mi opinión#sosprisionesPÚBLICAS;-1
@GallizoMercedes Más humo para ocultar el fuego;-1
@GallizoMercedes Se ríen de nosotros a la cara. Total, no pasa nada.;-1
@GallizoMercedes Joooder....ni Falcon Crest ... que mafia !!!;-1
@GallizoMercedes @pedroagueda Lleva muchos años en el PP  Y ha aprendido bien a manejar las mentiras y ocultar mierda;-1
@GallizoMercedes @pedroagueda Las resoluciones judiciales son de obligado cumplimiento según sea el obligado. Unos a la cárcel y otros a rascarse el arco del triunfo.;-1
@GallizoMercedes @pedroagueda Pero ésto tendrá alguna trascendencia ???? Yo no lo creo ... aquí no pasa nada !!;-1
@GallizoMercedes @pedroagueda Morro, eso es lo que cada día más tiene la Sra. C'horradas???. Y Cinismo C's que la sostiene....;-1
@GallizoMercedes @pedroagueda estamos de Cifuentes y del pp hasta el moño .pero tranquis les seguiran votando .o a su marca blanca;-1
@GallizoMercedes @pedroagueda lo importante es la noticia gracias Mercedes;-1
@GallizoMercedes Es lo que pasa cuando abres las catacumbas y gritas ¡Al recreo...!;-1
@GallizoMercedes Hay que reconocerle  el mérito al director de casting.;-1
@GallizoMercedes De sus simpatizantes y votantes.;-1
@GallizoMercedes Pero cuando M.R. pedía la dimisión de la ministra Magdalena Álvarez hace unos años ... ahí si llevaba razón ... partida de impresentables !!!;-1
@GallizoMercedes Así son estos miserables mentirosos.;-1
@GallizoMercedes El DGT no dice ni una verdad,  eso sí,  la culpa de lxs conductores, ! Dimisión!;-1
@GallizoMercedes Nunca han asumido ninguno de sus errores;-1
@GallizoMercedes @Escarlata849 A nosotros nos dijo q se reuniría pronto para tratar los graves pb q existen en prisiones,falta medios,personal,#equiparacionprisiones ...pero aún estamos esperandole...#sosprisiones;-1
@GallizoMercedes Lo mismo que cuando el Presstige...Igualico....una banda mafiosa...una tela de araña...imposible de erradicar...con palabras;-1
@GallizoMercedes @MMAROTOVA Ay M. Rajoy que inútil era Magdalena. Sinvergüenza, vete y entiérrate;-1
@GallizoMercedes @RICARDOCASESG Pobre hombre. Estuvo toda la noche sin acostarse en Sevilla.;-1
@GallizoMercedes @matiasdelara Tampoco esperábamos menos de estos soberbios!;-1
@GallizoMercedes @MMAROTOVA Se deberían haber puesto a gritar 'visca Catalunya lliure' y cosas por el estilo.La guardia civil seguro que llega antes. Y los saca calentitos.;-1
@GallizoMercedes https://t.co/KRYOcTIsUp;-1
@GallizoMercedes Me sorprende...que nos sorprendamos 😳;-1
@GallizoMercedes Se necesita presencia física para tomar decisiones?;-1
@GallizoMercedes Estaba en Twitter, de eso doy fe, que es la nueva forma de gobernar, como la que pretende Puigdemont. Política virtual o a distancia: telegestión. Así nos va.;-1
@GallizoMercedes a mi me pasa lo mismo no te desanimes;-1
@Chamorro555 los  gobiernos  no atienden  solo  sus  asuntos  personales  los  demás  les importan  un pimiento;1
@Chamorro555 Con una pensión indecente ,valorados con grados inferiores para no darles ayudas, muertos de frió en sus casas con ayudas domiciliarias insuficientes, y si consiguen residencias también sufren los recortes, no les importan los ancianos ni un comino.;1
@MonicaSilvanaG VOTOS https://t.co/hVtiuuGcMg;-1
"@MonicaSilvanaG @el_pais no, si se ve quien es vuestro mayor enemigo. La izquierda ;)";-1
@isauralealf @gpsAsamblea = Radio TV publica al servicio de sus trabajadores.;-1
@isauralealf @gpsAsamblea Todo un orgullo que mis compañeros de partido apoyen en la causa de Telemadrid, a la que se ha llegado por las nefastas políticas del PP.;-1
@isauralealf @gpsAsamblea Me siento muy orgulloso del PSOE.CRISTINA Cifuentes privatiza lo Publico.GRACIAS JoseMFranco por convertir el PSOE en el partido de Referencia en la Comunidad de Madrid.Feliz fin de semana.Un abrazo.IGNACIO SANCHEZ Vaquero.;-1
@isauralealf @PSOE Trabaja para el pp...igual que vosotros.;-1
@isauralealf @MDMujeres Si el estado controlara la prostitucion, no habria trata. Pero prefiere limpiarse las manos.;-1
@isauralealf @PSOE Todos sabemos para quien gobierna. La ciudadanía le importa un bledo. O me equivoco?;-1
@isauralealf @PSOE Los ciudadanos saben ya que Rajoy debe salir del Gobierno para que lo que necesitan comience  a satisfacerse.;-1
@isauralealf @PSOE Muchos cartelitos en Twitter, pero siempre apoyando la PPrecariedad.😩😩😩;-1
@isauralealf @PSOE PARA LOS DE SIEMPRE PREGUNTA ES QUIEN MANDA EN M.RAJOY.SALUD Y SUERTE.;-1
@isauralealf @PSOE Para los mismos que habéis gobernado vosotros .... no toméis a la gente por tonta .....listos;-1
@isauralealf @PSOE Vuestra abstención le permite gobernar.Nos habéis vendido.Menos cuento.;-1
@isauralealf @PSOE Eso digo yo: ¿para quien gobierna? Aunque bien pensado ya se sabe: para los negocios de amiguetes en los suculentos sectores de la Sanidad y la Educación, entre otros. El resto dar facilidades a los que “crean” empleo (bajarles los impuestos claro) y... #RajoyIncumpleConLasCCAA;-1
@isauralealf @PSOE Para el PP y el PSOE;-1
"@isauralealf : ""Problemas de las Administraciones Públicas:-Se ha instalado una enorme precariedad-Envejecimiento de estas-Perdida de poder adquisitivo de los empleados-Retroceso de la presencia de mujeres en las directivas de las Administraciones (un 28%) https://t.co/pQv7AhXSMm";-1
"@isauralealf :""Para realizar una reforma de las Administraciones públicas es necesario contar con los empleados de estas""";-1
"@isauralealf @psoe_m ""reivindica  el código ético y buen gobierno de la FEM elaborado por los socialistas """;-1
"@isauralealf : ""En la Comunidad de Madrid no sólo está el @ppmadrid también hay municipios que bajo el gobierno socialista, funcionan de forma diferente""";-1
@isauralealf @PSOE Q tal motivar a los empleados públicos con incentivos sobre esfuerzo calidad excelencia en la gestión y vigilar para q los q viven sin hacer nada no lacren a los q lo dan todo cada día en sus puestos? Más control sobre empleados públicos vagos y caraduras;-1
@isauralealf @PSOE Que los sueldos vitalicios vayan a la hucha de las pensiones tampoco estaría mal....pero de eso no se habla..eh?;-1
@isauralealf @PSOE Como no aumente la natalidad lo veo oscuro el futuro;-1
@isauralealf @PSOE Cada día que pasa es más necesario el partido de los Pensionistas.;-1
@isauralealf @PSOE La solución ya está en ciernes: sustituir al PP por C’s, que más queremos?😂;-1
@isauralealf @PSOE Q soluciones?? 😂😂😂 Ni proponeis ni solucionais.;-1
@isauralealf @PSOE cuales son las soluciones que proponeis？;-1
@isauralealf @PSOE Que vaya solucionar ustedes el sistema de pensiones si seguimos con ustedes no lleváis que no cobramos ya que tenéis cara con 6 millones de parados que iba y usted va a garantizar es curioso ahora se descuenta verdad ante estamos en la Champions League🌹;-1
"@isauralealf @PSOE Hola Isaura, que tal. Me puedes decir cuales son esas soluciones que teneis o solo es por escribir algo ""Chulo"". Para garantizar hay que trabajar, quien regaló pensiones de forma gratuita?";-1
@isauralealf @PSOE Echar al PP inutiles;-1
@isauralealf @PSOE Con el pp. Peligra el futuro, con ustedes el presente. Ya es presente, ya es presente........ Todo peligra  con ustedes;-1
@isauralealf @PSOE Va, os voy a echar una mano. Retirar las ayudas a todos los ilegales, que para eso son ilegales, y acabar con las desorbitadas pagas vitalicias a los políticos. Ale, ya tenéis margen para las pensiones de quienes hemos pasado la vida madrugando, trabajando y cotizando;-1
@isauralealf @PSOE Perdona, pero seguís la misma política que el PP, que tira de los pensionistas para conseguir votos? Quien está apoyando en todo al PP?. Quien está ayudando a llevar a la ruina a toda España?. Sois cómplices de lo que está ocurriendo.;-1
@MMAROTOVA @DGTes Como van a llegar los quitanieves si tenéis la autopista colapsada? Volando?;-1
@MMAROTOVA @DGTes No tienes ni idea de lo que dices.;-1
@MMAROTOVA La realidad es que no hacemos caso de la predicción  de nieve. Claro nos ponemos en carretera con niños y queremos que luego nos rescaten en 5 minutos. Sin cadenas sin gasolina sin mantas.... y la culpa del gobierno de la DGT y de las quita nieves que no pueden pasar;-1
@MMAROTOVA “IRONÍA”Rajoy, el presidente al que le disteis el gobierno.No tiene la culpa de que nieve.Lo digo basándome en vuestro razonamiento para que Rajoy esté en Moncloa.;-1
@MMAROTOVA @DGTes Están tomando el café.Cuando estén seguros de que están invitados y no tienen que pagar, “igual se pasan por ahí”.;-1
@MMAROTOVA @DGTes Están haciendo controles de ruedas desgastadas por si hay nieve, y no por recaudar!!Dios nos libre de pensar tal...;-1
@MMAROTOVA @ccifuentes Y saber que va a nevar y no salir antes... Falta de previsión del gobierno,a que si? #nomientasqueespeor;-1
@MMAROTOVA @ccifuentes Esto ya es de traca,  culpa del gobierno???  Osea que los conductores sin equipacion , ni cadenas la mayoría y saltándose las indicaciones desde el viernes.  Vasta ya de tanta demagogia !!!!;-1
@MMAROTOVA @ccifuentes Perdon, la falta de queeeeee??!! https://t.co/1uhrF9PvKI;-1
@MMAROTOVA #AP6 mira aquí tienes alguien que te podría dar una explicación, a tí y a tus votantes https://t.co/Zh8cbGMkE2;-1
@MMAROTOVA @DGTes Todo está en CAT !!;-1
@MMAROTOVA @DGTes Están en ello No perdáis la fe Pronto estaréis en casa Ejército, Guardia Civil y toda España está con vosotros;-1
@MMAROTOVA @DGTes Además eres socialista...;-1
@MMAROTOVA @DGTes Y dónde están tus cadenas? Porque esto estaba anunciado y aún así no tomáis medidas;-1
@MMAROTOVA @DGTes https://t.co/uxcnCM06Bj;-1
@MMAROTOVA @DGTes Y qué estabas conduciendo sin cadenas??? Todo el mundo sabía lo que iba a pasar. Aún así tenías que salir sin preparación.;-1
@MMAROTOVA @DGTes Supongo que la próxima vez será usted un poco más prudente y hará caso a las previsiones meteorológicas.;-1
@martinezten2015 @UN_Women https://t.co/piDSQWQqqK;-1
@JosefaNavarrol #Madrid112enlucha;1
@JosefaNavarrol #Madrid112enlucha;1
@JosefaNavarrol #Madrid112enlucha;1
@psacera Cuando os personéis de verdad en casos de corrupción que afectan a vuestro propio partido, como ha hecho @ccifuentes, podréis criticar lo que ha pasado con esos papeles. https://t.co/BHUJwzz0AA;-1
@JuanSego82 España sería presidida por un socialista que aplicaría el programa de Cs.Para que nos gobierne la derecha, que lo hagan los genuinos.;1
@JuanSego82 No fue hace un año, fue hace dos;1
@JuanSego82 y dale. Podemos NO tienen ni un escaño en el Parlament. A ver si hablamos con propiedad o ni eso sois capaces. Mentirosos😡;1
@JuanSego82 Vuelve a ver a vuestro líder en 'Salvados' y piensas de nuevo el twit. Mientras dejad de tomarnos por imbéciles, por favor.;1
@JuanSego82 Me parece una visión de la realidad bastante desacertada y fuera de contexto. Creo que los representantes del @PSOE debería huir de estos análisis simplistas, de torpe argumentario, que espantan el voto y la afiliación de izquierda.;1
@JuanSego82 Joder,Juan,no me vengas con estas ahora!! Te conozco(de la tele) y se que sabes que eso no fue así exactamente...Un saludo.;1
@JuanSego82 @mixpelirroja A lo mejor es que legítimamente, prefería abstenerse antes que votar a C,s. Y en cuanto al Congreso Podemos, a diferencia del PSOE, nunca  ha apoyado al PP, más bien fue el PSOE el que prefirió tener como aliado a C,s y forzar a Pdms al trágala. Ya está bien de argumentario!;1
@JuanSego82 El candidato de Ciudadanos se ha quedado corto por más votos que escaños  tiene  CeC. No estaba en su mano.;1
@JuanSego82 Ni voto útil ni hostias en vinagre. No vuelvo a votaros en la vida, y hasta que apareció Podemos os llevaba votando desde el 86. Y en parte será por cosas como las que acabas de escribir.;1
@JuanSego82 en @ondamadrid. Síguelo en directo https://t.co/Wa3h8VhPNM;1
@Viondi En Arganzuela, como distrito periférico del Centro, vivimos las consecuencias de la turistización. Es un tema que a @PSOEMArganzuela nos preocupa. Estamos abiertos al debate, el análisis y también a la acción. Cualquier cuestión que necesites ya sabes donde nos encontramos. 💪;1
@Viondi ¡Hola! Me gustaría conocer tu opinión acerca de esto. Me parece un buen punto de partida para comenzar a atajar el problema en la ciudad de Madrid. https://t.co/0akBivqICV;1
@Viondi Como ves lo de subir el billete en cercanías... https://t.co/icNweSrItj La solución al pifostio que hay en la Renfe...;1
@Viondi Me puede seguir para enviarle un MD? Muchas gracias!;1
@Viondi  acuérdese de la @BolsaMaquinista estamos esperando q nos de fecha hora y lugar, para poder tratar nuestro tema.;1
@Viondi @ccifuentes Hasta el Metro mismo está llamando la atención con sus heridas, para que le pongan en buen funcionamiento otra dirección que tiene como cometido el ayudar a los pasajeros que le beceditan;1
@Viondi @ccifuentes Lo que sufrimos diariamente los usuarios de la línea 9 a partir de Rivas es un calvario: tarifas desiguales, retrasos, incidencias... Tremendo!!! Y la CMadrid mirando para otro lado;1
@Viondi @ccifuentes Metrosur se está hundiendo. Tramos lentos desde 2014. #SolucionMetrosur https://t.co/Fv3gQ64194;1
@Viondi @conJoseMFranco 😡😡😡😡😡 no podrán no ...;1
@Viondi @Adrilastra Come on!!!✊🏻🌹;1
@Viondi Buenos días Adri, aquí estamos ✊🏻🌹;1
@Viondi @ccifuentes  https://t.co/HB45MUM437;1
@Viondi @ccifuentes  https://t.co/YbgZma10R1;1
@jbeirak @Desvelomusica ¡Gracias! ✨;-1
@camargoraul @PLSDE Fijese que parte de la culpa es suya.Se recorta en prestaciones,I+D,Dependencia,Derechos Laborales,pobreza monetaria, pobreza energética, Desolojos por impagos...y ustedes haciendo el caldo gordo a la cortina de humo perfecta del Gobierno...El Independentismo catalán.Reflexione.;1
@camargoraul @ccifuentes Yo les llamaría criminales, por omisión d socorro,;1
@camargoraul @ccifuentes Vergüenza, irresponsabilidad, fracaso organizativo y de gestión. ...y mentirosos por hacer creer q las personas dependientes lo disfrutan. Y aquellos que lo disfrutan, nunca es al 100 x 100, con muchas faltas y x su puesto, no es gratis;1
@camargoraul Desgraciadamente es así, a lo largo y ancho de la geografía tenemos a representantes indignos, otro ejemplo:https://t.co/aAGPjBRCJY;1
@camargoraul @sextaNoticias Consecuencias directas de la falta de personal;1
@camargoraul Cómo contactar contigo ?;1
@camargoraul Me envías un privado por favor?Gracias;1
@camargoraul Mi padre no estuvo ni tres meses en una residencia que gestionaba la misma empresa. Se pasó la mayor parte en Puerta de Hierro por deshidratación y desnutrición. Murió lamentable. Le aterraba siempre  volver a esa residencia.;1
@camargoraul @sextaNoticias Hijos de p....;1
@camargoraul @sextaNoticias Nuestros mayores tengan que sufrir estas condiciones. Las privadas ganan mucho dinero a su costa y las públicas con tanto recorte... Familiares, queja tras queja. No lo dejen;1
@camargoraul @sextaNoticias Es una vergüenza, falta de personal,sueldos irrisorios y nuestros mayores mal atendidos.Hay wue pedir responsabilidades;1
@camargoraul @ccifuentes Últimamente no se que pasa en las residencias de la CAM, bueno si lo se, reducen personal, cada vez menos presupuesto= menos atención. Hace unos meses encontraron un residente muerto en el jardín, no le echaron de menos hasta el día siguiente, etc....;1
@camargoraul @ccifuentes Seguimos igual y es intolerable q los mayores y sus familias tengamos q asistir a tal lamentables situaciones.En #resialcorcon hay reclamaciones parecidas d usuarios llevarles sucios al especialista o urgencias sin vestir mientras llega la ambulancia.Este mal trato es intolerable;1
.@camargoraul  Además del apoyo, que se agradece, podíais comentar algo en @MADRID. Hay que encontrar alguna solución antes d q ocurra esto;1
@camargoraul @nu_alabao “El hombre invisible” (1933) era una película de ciencia-ficción basado en un libro de H. G. Wells con numerosas secuelas, pero “Mujeres Invisibles” es una realidad tan dura, que de puro cotidiana, nos hace inapreciables;1
@camargoraul @nu_alabao Hay debates que son tabús. Nadie en su sano juicio político-social los  aborda. Si las mujeres han aportado la economía doméstica gratis a la Economía,  ¿Por qué no van a aportar los cuidados gratis al PIB? Eso es lo que hay  :-(;1
@Marco_Candela_ Error: un partido se gana, o no, pero hay que jugarlo. Y para jugarlo hay que tener equipo conjuntado, que no palmeros subyugados por el supremo lider. Vuestra voluntad no está siendo la de vuestros votantes, y eso lo estáis viendo cada día.;1
@Marco_Candela_ Tú estás perdido porque eres muy prepotente y no reconoceras tus errores y te digan lo qué te digan tu los purgas porque para eso eres el líder máximo vamos el macho alfa el que manda;1
@Marco_Candela_ Estos chavistas no se enteran.ke se os ha visto el plumero,ke nadie os cree ya;1
@Marco_Candela_ Joder, me recuerdas a Aznar cuando dijo q el habia q salir a ganar el partido, la derecha y la izquierda se tocan en sus extremos.;1
@Marco_Candela_ Caducado.;1
@Marco_Candela_ Que horror ,cada dia se is ve mas el plumero;1
@Marco_Candela_ Muero de amor;1
@Marco_Candela_ La calle se perdió hace tiempo. Hay que recuperar ese partido.;1
"@EmilioDelgadoOr Van a provocar que se reúna la RAE para una nueva definición de ""caso aislado"".";1
@EmilioDelgadoOr No puedo con esta mujer;1
@EmilioDelgadoOr  https://t.co/cOurzMCtsb;1
@EmilioDelgadoOr ¿Sabes si están notificando la resolución en Madrid?? Estamos   ejecutando programas a ciegas. Por favor, necesitamos una respuesta que nadie nos dá.;1
@EmilioDelgadoOr Ni un minuto más en el cargo puede estar el personaje ... 👿;1
@EmilioDelgadoOr #Madrid112enlucha;1
@EmilioDelgadoOr Gran cortooooo.... eeeeee hermano;1
@EmilioDelgadoOr 🤣🤣🤣🤣🤣🤣;1
@EmilioDelgadoOr Tranquilos, seguro que esto tiene una explicación... y nos la dará @EsperanzAguirre, o su mano derecha, o su mano izquierda...;1
@EmilioDelgadoOr Qué gran corto, 'El Secdleto de la Tdlompeta', el segundo de Fesser. Recuerdo verlo en cine antes de 'Hola estás sola', con quince añitos. Las generaciones más jóvenes no pueden dejar de conocerlo. Historia de nuestro cine surrealista.👉https://t.co/8DP4IIGna9 https://t.co/euIjCaxNvW;1
@EmilioDelgadoOr Pero es igual.Entre la derecha mediática y los otros medios que engrasan con publicidad de la DGT, no hay nada que hacer.;1
@EmilioDelgadoOr Como os divertís los politicos!!!Rojos, verdes y amarillos.Da igual raza, color y religion a la q podeis a rajar en vez@de preocuparos por la gente😪;1
@EmilioDelgadoOr Ladran, luego cabalgamos.;1
@EmilioDelgadoOr Y para más inri el colega del director de la dgt, echa la culpa a los viajeros jajajajajaja, es que es acojonante. ¿Donde están las medidas preventivas en carretera un 6 de Enero?;1
@RamonEspinar y a beber coca-colas mientras no ganan nada, también. Qué falta de autocrítica;1
@RamonEspinar Pisito a Pisito;1
@RamonEspinar A ganar VPO sin merecertelo, y el dinero de todos los Españoles a través de tu nómina. Es lo único que hacéis.;1
@RamonEspinar Vais muy bien. Sigue asï Ramón.;1
@RamonEspinar Jiji;1
@RamonEspinar Y quien os ha visto y quien os ve.Se os fue la olla .Los hechos os delatan y para muchos ahora habeis descarriado .Tambien ciertas amistades dejan mucho que desear;1
@RamonEspinar Pero de momento...lo importante es participar no❓😝;1
@RamonEspinar y Vais los cuartos 😂😂😂😂;1
@RamonEspinar A eso solo vinisteis,a ganar,y luego a destruir y dividir;1
@RamonEspinar Y os vais a comer una 💩, 😂😂😂😂,;1
@RamonEspinar Solo cuatro años de vida y ya mirando atrás para encontrar alegría.Nada malo puede pasar.;1
@RamonEspinar Vinisteis a ganar........dinero!!!;1
@RamonEspinar La apuesta de Podemos apoyando p acción u omisión al independentismo os esta pasando factura a nivel nacional. Y provablemente mas factura q os va cobrar.Gracias #Podemos por apoyar al independentismo.;1
@RamonEspinar Unos más que otros...porque tú se dice que viniste a especular☺;1
@RamonEspinar Gracias por permitir un President independentista. Buenos chicos 👌;1
@RamonEspinar los  viejos miran al pasado, los jóvenes al futuro... #envejeciendomal;1
@RamonEspinar Y ganaremos.;1
@RamonEspinar Y a cambiar la historia. https://t.co/iZiEbyxdK3;1
@RamonEspinar Si venistéis a ganar en lugar de a ayudar al país a mejorar y crecer la verdad es que no estáis cumpliendo con una ni con la otra...;1
@RamonEspinar ¡Qué raro!;1
@RamonEspinar @ccifuentes tu imagen haciendo la mudanza de tu vpo a tu nueva casa! https://t.co/kviTAr7ZeY;1
@RamonEspinar De postre hay roscón de  Reyes?.Sigue siendo Navidad, no Ramón?, si no hay habrá turrón.Pregunto.;1
@RamonEspinar Te tomas unas cuantas con una buena Coca-Cola, y listo ! 😂😂🤣🤣;1
@RamonEspinar Pero lo haces de la misma forma que lo hizo tu padre en bankia, con la black, o con un poco de esa honradez que tanto falta en tu familia;1
@RamonEspinar Cifuentes es la voz de su amo. Perro fiel a cambio de un chuletón;1
@RamonEspinar @ccifuentes De verdad es lo que creen,que somos unos borregos, y razón no les falta.;1
"@RamonEspinar @ccifuentes Espinar, si vamos a mentir, qué me dices de ""tu"" pisito??. Me encantan los que tenéis que callar y habláis por los codos!!.";1
@RamonEspinar @ccifuentes  https://t.co/Gb4SLe1Lv0;1
@RamonEspinar Y hoy también sabemos esto! ¿Cómo te queda el cuerpo?¿Eh? 🤦‍♂️🇪🇸 https://t.co/RJL45SGryV;1
@RamonEspinar No sabía que esta señora había protegido a tu señor padre;1
@RamonEspinar Y te vamos a votar a ti...gran ejemplo de especulación...jajaja!!;1
@RamonEspinar Tu si q eres una croqueta majete;1
@RamonEspinar Madrid se merece una alcaldesa que no sea senil y la abuelita de caperuzita;1
@RamonEspinar @ccifuentes Esta podria ser la caricatura de tu mismo tambien....;1
@RamonEspinar @Jilirio Hoy el régimen que financia a tu partido acaba de asesinar públicamente a un grupo de  personas por sus convicciones políticas, personas que eran inocentes de los crímenes por los cuales eran acusadas. Eres el menos indicado para acusar a alguien de criminal cuando apoyas a unos.;1
@RamonEspinar Día de la croqueta, día de la croqueta... Menos croquetas y más trabajar.;1
@RamonEspinar lo del Melo no tiene nada de croqueta, es gigantismo gallego, su forma de entender la comida.;1
@RamonEspinar Pregunto. Este Ramon Espinar, este justiciero social, es el mismo que se ganó una pasta con un piso VPO?. Es el hijo del imputado por las tarjetas black?. Osea, de lobos salen lobitos......y ahora critica?.;1
@RamonEspinar Como tienes la poca vergüenza d cobrar sueldo público y dar doctrina d honestidad? Y las tarjetas NEGRAS? Y la vivienda social y pública?;1
@RamonEspinar Gracias! Me los apunto!;1
@RamonEspinar Paso! Soy más de #MariscoBarato! De nada 😋;1
@RamonEspinar No has probado las croquetas de Concha😉;1
@RamonEspinar Aguno de marisco barato?;1
